body,reference,generated,score
การแข่งขันเทนนิสรายการเจอร์รี่ เวเบอร์ โอเพ่น ที่เมืองฮัลเล่ ประเทศเยอรมนี ชายเดี่ยว รอบ 2 โรเจอร์ เฟดอเรอร์ นักเทนนิสมือ 3 ของโลกจากสวิตเซอร์แลนด์ ลงพบกับเซดริก มาร์เซล สตีบ นักเทนนิสเจ้าถิ่น ผลปรากฏว่า เป็นเฟเดอเรอร์ที่ยังคงเล่นได้อย่างยอดเยี่ยมก่อนจะเอาชนะสตีบไปอย่างไม่ยากเย็น 2 เซตรวดด้วยคะแนน 6-3 ทั้ง 2 เซต เฟเดอเรอร์ผ่านเข้ารอบ 3 ไปพบกับมิสชา ซเวเรฟ อีกหนึ่งนักเทนนิสเจ้าถิ่นที่เอาชนะเมียร์ซ่า บาซิซ นักเทนนิสบอสเนีย 7-6 ไทเบรก 7-5 6-3ขณะที่กาเอล มงฟิลส์ อดีตนักเทนนิสมืออันดับ 7 ของโลกจากฝรั่งเศสไม่พลาดเช่นกัน เมื่อเอาชนะ แยน เฮอร์นิช นักเทนนิสสาธารณรัฐเช็ก 6-2 6-3 ส่วนมิคาเอล ยูซนี่ย์ มืออันดับ 29 ของโลกจากรัสเซีย เอาชนะเคอิ นิชิโกริ นักเทนนิสดาวรุ่ง มือวางอันดับ 4 ของรายการจากญี่ปุ่น 6-1 6-7 ไทเบรก 4-7 6-3, โรเจอร์ เฟเดอเรอร์ นักเทนนิสมือ 3 ของโลกจากสวิตเซอร์แลนด์ ผ่านเข้ารอบ 3 เทนนิสเจอร์รี่ เวเบอร์ โอเพ่น ที่ประเทศเยอรมนี ,เฟเดอเรอร์ชนะสตีบ 2 เซตรวด ผ่านเข้ารอบ 3 เทนนิสฮัลเล่ พบซเวเรฟ มงฟิลส์ชนะเฮอร์นิช ยูซนี่ย์พลิกล็อกชนะนิชิโกริ,0.7
"สำนักข่าวต่างประเทศ รายงานวันที่ 6 เม.ย. ว่า อันเก ปอสเตโคกลู กุนซือทีมชาติออสเตรเลีย เตรียมก้าวลงจากตำแหน่งหลังหมดสัญญาช่วงจบฟุตบอลโลก 2018 เพื่อหาความท้าทายใหม่,เลส เมอร์เรย์ นักข่าวและคอมเมนเตเตอร์ชาวออสเตรเลีย ได้มีการพูดคุยกับ ปอสเตโคกลู ในงานเลี้ยงดินเนอร์ของ The Australasian Football Institute (AFI) เมื่อวันพุธที่ผ่านมา ก่อนที่จะโพสต์ข้อความลงในทวิตเตอร์ว่า สนุกกับการสัมภาษณ์ อันเก ปอสเตโคกลู ในงาน AFI dinner เมื่อคืนนี้ ซึ่งเขายืนยันว่าหลังจบฟุตบอลโลก 2018 เขาจะก้าวลงจากตำแหน่ง,สำหรับ ปอสเตโคกลู เข้ามาคุมทีมชาติออสเตรเลีย ตั้งแต่เดือนตุลาคมปี 2013 เขาพาทีมลุยบอลโลก 2014 แต่ไม่ชนะเลย ก่อนจะพาทัพออสซีคว้าแชมป์เอเชียน คัพ ในปี 2015 โดยเป็นที่เชื่อกันว่า ปอสเตโคกลู ต้องการหาความท้าทายใหม่ในอาชีพ เมื่อเขาวางมือจากทีมชาติออสเตรเลีย แม้จะยังไม่มีการยืนยันจากเจ้าตัวก็ตาม,ทั้งนี้ สถานการณ์ล่าสุดของทีมชาติออสเตรเลีย อยู่อันดับ 3 ของกลุ่มบี ในศึกฟุตบอลโลก 2018 รอบคัดเลือก โซนเอเชีย รอบ 12 ทีมสุดท้าย",อันเก ปอสเตโคกลู กุนซือทีมชาติออสเตรเลีย เตรียมก้าวลงจากตำแหน่งหลังจบฟุตบอลโลก 2018 เพื่อหาความท้าทายใหม่,อันเก ปอสเตโคกลู กุนซือออสเตรเลีย เตรียมลาออกจากตำแหน่งหลังจบฟุตบอลโลก 2018 เพื่อหาความท้าทายใหม่ แม้ยังไม่มีการยืนยันจากเจ้าตัว ข่าวดังกล่าวมาจากนักข่าวที่ได้พูดคุยกับเขา โดยปอสเตโคกลูคุมทีมตั้งแต่ปี 2013 พาทีมลุยบอลโลก 2014 และคว้าแชมป์เอเชียน คัพ 2015 ปัจจุบันออสเตรเลียอยู่อันดับ 3,0.6
หมายเหตุประเพทไทยสัปดาห์นี้ พบกับ คำ ผกา และ อรรถ บุนนาค คุยกันถึงวัฒนธรรมความน่ารักแบบญี่ปุ่น หรือ คาวาอี้ (kawaii) ซึ่งเป็นที่นิยมทั้งในญี่ปุ่นและอีกหลายประเทศทั้งในเอเชียและยุโรปมาวิเคราะห์ถึงวัฒนธรรมคาวาอี้ จากปรากฏการณ์ที่ญี่ปุ่นแต่งตั้ง โดราเอมอน ตัวการ์ตูนยอดนิยมขวัญใจเด็กๆ ให้เป็นทูตกีฬาโอลิมปิกปี 2020 ซึ่งญี่ปุ่นจะเป็นเจ้าภาพ มองความน่ารักแบบ เฮลโหล คิตตี้ และตัวการ์ตูนอื่นๆ ซึ่งเป็นสินค้าส่งออกทางวัฒนธรรม เป็น soft power ที่ทรงอิทธิพล และสร้างมูลค่ามหาศาลในทางเศรษฐกิจให้กับญี่ปุ่น คุยกันถึงที่มาของคาวาอี้ในทศวรรษ 1970 เพื่อต่อต้านกับวิถีญี่ปุ่นที่เรียกร้อง ความเป็นผู้ใหญ่ หรือ ความมีวุฒิภาวะ เป็นอย่างมาก รวมถึงคาวาอี้ที่มีมาแต่ครั้งอดีตในการแต่งกายของผู้หญิงญี่ปุ่นตั้งแต่ยุคเฮอัน (ค.ศ. 794–1185) หรือขนมที่รับประทานในพิธีชงชา และความนิยมแต่งกายคอสเพลย์ตามแบบตัวละครในการ์ตูนญี่ปุ่นร่วมสมัยในปัจจุบัน, หมายเหตุประเพทไทยสัปดาห์นี้ พบกับ คำ ผกา และ อรรถ บุนนาค คุยกันถึงวัฒนธรรมความน่ารักแบบญี่ปุ่น หรือ คาวาอี้ (kawaii) ซึ่งเป็นที่นิยมทั้งในญี่ปุ่นและอีกหลายประเทศทั้งในเอเชียและยุโรป,"คำ ผกา และ อรรถ บุนนาค วิเคราะห์วัฒนธรรม ""คาวาอี้"" ของญี่ปุ่น ตั้งแต่ที่มาในอดีต การใช้ตัวการ์ตูนเป็นทูต และความนิยมทั่วโลก คาวาอี้เป็น Soft Power สำคัญ สร้างรายได้มหาศาล และสะท้อนการต่อต้านค่านิยมผู้ใหญ่ของญี่ปุ่น",0.4
"อะไรยังไง ต้องตามติดไปยาวๆ หนุ่มโสดรวยแรง เนื้อหอมมากๆ โน้ต วิเศษ รังษีสิงห์พิพัฒน์ เคยเป็นแฟนกับสองดาวดัง อั้ม พัชราภา ,ปู ไปรยา มาแล้ว แต่รักล่ม ล่าสุดหลายคนคาใจหนักมากๆ ว่าโน้ต น่าจะเป็นมือที่สาม ที่ทำให้รักของ พีช พชร จิราธิวัฒน์ กับ แพทริเซีย กู๊ด ต้องแตกหักหรือไม่อย่างไร โดนกระแสรุมด่าแหลกไม่ไหว เลยร้อนตัวต้องออกมาโพสต์รัวๆ ชี้แจงยาวไปแล้ว แต่ยิ่งชี้แจงย่ิงอธิบายดูเหมือนจะยิ่งเละ ยิ่งโดนชาวเน็ตรุมด่าเยอะกว่าเดิมไปอีก ,เมนต์แตกถล่มไอจีโน้ตไปแล้ว หยิบ 2 เมนต์มาให้อ่านกันเพลินๆ น่าคิดๆ,- เหมือนร้อนตัว ทั้งๆ อีกฝ่ายไม่ได้พูดถึงมือที่สามเลย แล้วออกมาชี้แจงแบบนี้ เหมือนยอมรับอะ,- ไม่ได้แอบคบซ้อนกันเหรอคะ,มีหลายจุดน่าสงสัยหนักมากๆ มีหลายประเด็นน่าคิดตาม และจะมีภาพหลุดชุดใหม่ออกมาแฉหรือไม่ หลายคนรอจับโป๊ะ โน้ต-แพทริเซีย จะโป๊ะแตกมากน้อยแค่ไหน รอดูต่อด้วยความระทึกใจ ต่อไป แพทริเซีย-โน้ต จะเปิดตัวว่ารักกันจริงหรือไม่นั้น ต้องรอดูกันเอาเองนะ ลุ้นๆ.",อะไรยังไง ต้องตามติดไปยาวๆ หนุ่มโสดรวยแรง เนื้อหอมมากๆ โน้ต วิเศษ รังษีสิงห์พิพัฒน์ เคยคบกับสองดาวดัง,โน้ต วิเศษ อดีตแฟนอั้ม-ปู ถูกโยงเป็นมือที่สามทำพีช-แพทริเซียเลิก โน้ตแก้ตัวแต่โดนชาวเน็ตรุมด่าหนักกว่าเดิม มีประเด็นน่าสงสัยและรอภาพหลุดแฉ จับตาโน้ต-แพทริเซียจะโป๊ะแตกหรือไม่ และจะเปิดตัวคบกันจริงหรือไม่,0.8
วิษณุเผยนายกฯทูลเกล้าฯ ร่าง พ.ร.บ.การออกเสียงประชามติแล้ว ย้ำข้อห้าม และการแสดงความเห็นทำได้ แต่ต้องไม่ใช่การชี้นำ มีชัยมั่นใจร่างรธน.ทำประเทศเดินหน้า ขอพรรคการเมืองคำนึงถึง ปชช.13 เม.ย. 2559 อภิสิทธิ์ เวชชาชีวะ หัวหน้าพรรคประชาธิปัตย์ กล่าวถึงแนวทางการบริหารประเทศหลังการเลือกตั้งว่า ความเดือดร้อนของประชาชนจากภาวะเศรษฐกิจเป็นเรื่องสำคัญที่สุดที่ต้องเร่งแก้ไข และหวังว่าในวันที่คณะรักษาความสงบแห่งชาติ (คสช.)ส่งมอบบ้านเมืองให้รัฐบาลหลังการเลือกตั้งจะเป็นบ้านเมืองที่เคารพกฎหมายอย่างเคร่งครัด โดยจะทำให้กฎหมายศักดิ์สิทธิ์บังคับใช้กับทุกคน รวมถึงปฏิรูปในหลายด้านที่ต้องเร่งทำ และจะทำอย่างไรไม่ให้บ้านเมืองย้อนกลับไปสู่ความขัดแย้งขณะที่ วิษณุ เครืองาม รองนายกรัฐมนตรี กล่าวถึงความคืบหน้าการออกเสียงประชามติร่างรัฐธรรมนูญ ว่า นายกรัฐมนตรี ได้นำร่าง พ.ร.บ.การออกเสียงประชามติ ขึ้นทูลเกล้าทูลกระหม่อมถวายแล้ว พร้อมย้ำถึงข้อห้าม และการแสดงความเห็นด้วย หรือไม่เห็นด้วยต่อร่างรัฐธรรมนูญว่า สามารถทำได้ แต่ต้องไม่ใช่การชี้นำ,วิษณุเผยนายกฯทูลเกล้าฯ ร่าง พ.ร.บ.การออกเสียงประชามติแล้ว ย้ำข้อห้าม และการแสดงความเห็นทำได้ แต่ต้องไม่ใช่การชี้นำ มีชัยมั่นใจร่างรธน.ทำประเทศเดินหน้า ขอพรรคการเมืองคำนึงถึง ปชช. 13 เม.ย.,นายกฯ ทูลเกล้าร่าง พ.ร.บ.ประชามติแล้ว วิษณุย้ำห้ามชี้นำการแสดงความเห็น มีชัยเชื่อร่าง รธน. ช่วยให้ประเทศเดินหน้า อภิสิทธิ์เน้นแก้ปัญหาเศรษฐกิจหลังเลือกตั้ง และหวัง คสช. ส่งมอบบ้านเมืองที่เคารพกฎหมาย,0.8
"ขึ้นชื่อว่าเป็นคุณพ่อที่หวงและห่วงลูกสาวมากๆ เลยทีเดียว สำหรับนักแสดงตลกหนุ่ม, เท่ง เถิดเทิง, ที่มีลูกสาวทั้งสวยและเก่งอย่าง, น้องพลอย, ล่าสุดเมื่อลูกสาวสามารถสอบชิงทุนไปเรียนต่อที่ประเทศจีนได้ แม้จะเป็นเรื่องที่น่ายินดี แต่ก็ทำเอาคุณพ่ออย่าง, เท่ง, เครียดมาก เพราะเป็นห่วงลูกสาวที่จะต้องอยู่ไกลบ้าน เพราะต้องไปเรียนและใช้ชีวิตในต่างแดน,โดย, มาลา พงษ์สุวรรณ, ภรรยาของเท่ง โพสต์คลิป, เท่ง, คุยกับ ,น้องพลอย, พร้อมด้วยแคปชั่น ลูกสาวสอบเรียนทุนจีนได้ คิดว่าจะดีใจ คุณพ่อกลับเครียดมาก ยังไงสรุปได้ไปมั้ย ซึ่งในคลิปดังกล่าว ,เท่ง, มีสีหน้ากังวลและพูดว่า ประเทศจีนกว้างใหญ่มาก ไปอยู่จะต้องระวังตัวเป็นร้อยเท่า ส่วน, น้องพลอย, ก็พูดว่า ตนเคยไปที่จีน ไปต่างจังหวัดไม่ใช่ง่ายๆ ต้องขับรถเป็น 10 ชม.กว่าจะถึง ส่วนมากคนไทยจะไปอยู่กวางโจว แต่ตนอยากไปอยู่ปักกิ่ง,
								,
							,ซึ่งหลังจากที่หลายคนได้เห็นคลิปและข้อความดังกล่าว ต่างก็เข้ามาคอมเมนต์แสดงความยินดีและชื่นชม ,น้องพลอย, ที่ทั้งสวยและเก่ง รวมไปถึงคนบันเทิงอีกหลายคน อาทิ โหน่ง ชะชะช่า, โน้ต เชิญยิ้ม ฯลฯ เข้ามาคอมเมนต์ชื่นชมและให้กำลังใจด้วย.",ขึ้นชื่อว่าเป็นคุณพ่อที่หวงและห่วงลูกสาวมากๆ เลยทีเดียว สำหรับเท่ง เถิดเทิง ล่าสุดเมื่อน้องพลอย ลูกสาว สามารถสอบชิงทุนไปเรียนต่อที่ประเทศจีนได้ ทำเอาเท่งเครียดมาก เพราะเป็นห่วงลูกสาว,"เท่ง เถิดเทิง เครียดหนักเมื่อลูกสาว ""น้องพลอย"" สอบชิงทุนไปเรียนต่อจีนได้ แม้จะภูมิใจในความสามารถ แต่ก็กังวลเรื่องความปลอดภัยในการใช้ชีวิตในต่างแดน เนื่องจากประเทศจีนกว้างใหญ่ ด้านน้องพลอยอยากไปปักกิ่ง ซึ่งต่างจากคนไทยส่วนใหญ่อยู่กวางโจว ทำให้หลายคนเข้ามาแสดงความยินดีและให้กำลังใจทั้งคู่",0.0
สร้างเสียงฮาให้กับคุณผู้ชมทางบ้านแบบไม่มีหยุดหย่อน สัปดาห์นี้รายการ อะจ๊าก วาไรตี้ทอล์กอารมณ์ดี ฮากรามค้างไปกับแก๊งป่วนกวนแกล้ง จนแขกรับเชิญต้องร้อง อะจ๊าก ชวนนักแสดงสาว โฟกัส จีระกุล เจ้าแม่ TikTok อีกคนหนึ่งซึ่งเล่นอยู่เป็นประจำในช่วงกักตัวเองอยู่บ้านตามนโยบาย Social Distancing ของรัฐบาลเพื่อลดการแพร่ระบาดของไวรัสโควิด-19ร่วมทำชาเลนจ์ TikTok สุดฮาจากแก๊งพิธีกรสุดแสบ ตั๊ก บริบูรณ์ บอล เชิญยิ้ม ค่อม ชวนชื่น นุ้ย เชิญยิ้ม โรเบิร์ต สายควัน และ แจ๊ส ชวนชื่น งานนี้สาวโฟกัสฟิตร่างกายมาเต็มที่ แต่พอเจอชาเลนจ์แรกจากแก๊งอะจ๊ากสาวโฟกัสถึงกับปาดเหงื่อโดนแกล้งจัดเต็มทั้งความเลอะความสนุกหัวเราะน้ำตาเล็ดจะฮาขนาดไหนติดตามได้ใน วันอาทิตย์ที่ 12 ก.ค. เวลา 14.00 น. ทางช่อง GMM25.,สร้างเสียงฮาให้กับคุณผู้ชมทางบ้านแบบไม่มีหยุดหย่อน สัปดาห์นี้รายการ อะจ๊าก วาไรตี้ทอล์กอารมณ์ดี ฮากรามค้างไปกับแก๊งป่วนกวนแกล้ง ชวนนักแสดงสาว โฟกัส จีระกุล เจ้าแม่ TikTok,"""อะจ๊าก"" สัปดาห์นี้ชวนโฟกัส จีระกุล มาทำชาเลนจ์ TikTok สุดฮากับแก๊งตลก ตั๊ก บริบูรณ์, บอล เชิญยิ้ม และคณะ เตรียมพบกับความสนุกสุดป่วนจนโฟกัสต้องปาดเหงื่อ ติดตามได้วันอาทิตย์ที่ 12 ก.ค. เวลา 14.00 น. ทางช่อง GMM25.",0.5
วงการเทคโนโลยีของจีนคิดค้นและพัฒนาไม่หยุด ล่าสุดสถาบันต๋าโม๋ (DAMO Academy) สถาบันวิจัยทางวิทยาศาสตร์ของอาลีบาบา ของมหาเศรษฐีจีน แจ็ค หม่า เริ่มทดสอบรถยนต์ไร้คนขับบนท้องถนนแบบจำลองแล้วสำนักข่าวซินหัว เผยแพร่ข่าวนี้ พร้อมคลิปวิดีโอการทดสอบ โดยระบุว่า เป็นการเปิดตัวแพลตฟอร์มทดสอบรถยนต์ไร้คนขับบนท้องถนนแบบจำลองครั้งแรก ที่ใช้เทคโนโลยีเสมือนจริง (Virtual Reality Aystem) ช่วยทดสอบการทำงานของยานพาหนะไร้คนขับในสภาพแวดล้อมจริงแบบเรียลไทม์จากคลิปจะเห็นว่ามีการทดสอบโดยคำนวณถึงรูปแบบที่มีคน หรือยานพาหนะจำลองเข้ามาแทรกในระหว่างขับ เพื่อให้นักวิจัยสร้างและจำลองสถานการณ์ที่ยากลำบากได้ เพื่อช่วยปรับปรุงความแม่นยำในการตรวจจับท้องถนนและยานพาหนะ รวมถึงประสิทธิภาพการทำงานแบบเรียลไทม์ด้วยการจำลองสถานการณ์จริงที่มีความสลับซับซ้อนนี้ใช้เวลา 30 วินาที ทำให้นักวิจัยสามารถจำลองสถานการณ์จำนวนมากได้ นอกจากนั้นตัวเลขไมล์สะสมเสมือนจริงของระบบยังเพิ่มสูงสุดได้ถึง 8 ล้านกิโลเมตรต่อวัน ซึ่งยิ่งเพิ่มประสิทธิภาพและความรวดเร็วในการทดสอบได้ที่มา : สำนักข่าวซินหัว,วงการเทคโนโลยีของจีนคิดค้นและพัฒนาไม่หยุด ล่าสุดสถาบันต๋าโม๋ (DAMO Academy) สถาบันวิจัยทางวิทยาศาสตร์ของอาลีบาบา ของมหาเศรษฐีจีน แจ็ค หม่า เริ่มทดสอบรถยนต์ไร้คนขับบนท้องถนนแบบจำลองแล้ว,อาลีบาบา (DAMO Academy) เปิดตัวแพลตฟอร์มทดสอบรถยนต์ไร้คนขับบนถนนจำลองแห่งแรกของจีน โดยใช้ VR ช่วยจำลองสภาพแวดล้อมจริงแบบเรียลไทม์ เพื่อทดสอบและปรับปรุงความแม่นยำของระบบรถยนต์ไร้คนขับในสถานการณ์ที่ซับซ้อน ด้วยการจำลองไมล์สะสมสูงสุด 8 ล้านกิโลเมตรต่อวัน ช่วยเพิ่มประสิทธิภาพและความรวดเร็วในการพัฒนา,0.7
โควิด-19 ป่วน โรงพยาบาลราชวิถี วอนคนไข้ ญาติคนไข้ หยุดคุกคามทำร้ายเจ้าหน้าที่ หมอ พยาบาล พร้อมแนะให้ข้อมูลตามความจริงกับเจ้าหน้าที่แฟนเพจเฟซบุ๊กโรงพยาบาลราชวิถี โพสต์ภาพและข้อความระบุว่าประกาศจากโรงพยาบาลราชวิถี คำชี้แจงสำหรับผู้มารับบริการคลินิกโรคระบบทางเดินหายใจ (ARI Clinic) การส่งตรวจเชื้อโควิด-19 ทางห้องปฏิบัติการขึ้นอยู่กับเกณฑ์ดุลยพินิจของแพทย์ทุกกรณี โรงพยาบาลเป็นสถานที่รับรักษา ผู้มีอาการป่วย เท่านั้นโรคติดเชื้อไวรัสโคโรนา 2019 ถือเป็นโรคติดต่อร้ายแรงตาม พ.ร.บ.โรคติดต่อ ขอความกรุณาร่วมมือกับเจ้าหน้าที่ให้ข้อมูลตาม ความจริงบุคลากรทางการแพทย์ทุกคนยินดีให้การดูแลผู้ป่วยทุกคน ดังนั้นเพื่อความปลอดภัยของเจ้าหน้าที่และผู้บริการท่านอื่นๆ ทางโรงพยาบาลขอสงวนสิทธิ์ในการให้บริการเฉพาะผู้ป่วยที่ปฏิบัติตามกฎระเบียบเท่านั้นการข่มขู่ ประทุษร้ายเจ้าหน้าที่ในโรงพยาบาลถือเป็นความผิดร้ายแรงและจะดำเนินคดีตามกฎหมาย ขอขอบคุณทุกท่านที่ให้ความร่วมมือ พื้นที่นี้อยู่ในเขตรับผิดชอบของสน.พญาไท โทร. 02-3546958,โควิด-19 ป่วน โรงพยาบาลราชวิถี วอนคนไข้ ญาติคนไข้ หยุดคุกคามทำร้ายเจ้าหน้าที่ หมอ พยาบาล พร้อมแนะให้ข้อมูลตามความจริงกับเจ้าหน้าที่ ,รพ.ราชวิถีขอความร่วมมือผู้ป่วย/ญาติ งดคุกคามเจ้าหน้าที่ พร้อมให้ข้อมูลจริงเกี่ยวกับอาการป่วย เนื่องจาก COVID-19 ระบาด การตรวจขึ้นกับดุลพินิจแพทย์ และรพ.รับเฉพาะผู้ป่วยจริงเท่านั้น การทำร้ายเจ้าหน้าที่ผิดกฎหมายและจะดำเนินคดี,0.6
ประชาไท -- 3 มีนาคม 2548--ผู้อำนวยการสำนักงานนโยบายและแผนพลังงาน เปิดเผยผลการคาดการณ์ใช้ไฟฟ้าสูงสุดของคนไทยในปีนี้ ระบุเพิ่มสูงกว่าปีที่ผ่านมา 7 % นายเมตตา บันเทิงสุข ผู้อำนวยการสำนักงานนโยบายและแผนพลังงาน กล่าวว่า ปริมาณความต้องการใช้ไฟฟ้าของคนไทยจะจะเพิ่มสูงสุดในรอบปีในเดือนเมษายนนี้ โดยคาดการณ์ว่าจะมีความต้องการใช้ไฟฟ้าสูงสุดที่ประมาณ 20700 เมกกะวัตต์ ทั้งนี้ นายเมตตา อธิบายว่าเหตุผลที่ความต้องการใช้ไฟสูงสุดของคนไทยสูงขึ้นเกิดจากขยายตัวทางเศรษฐกิจ และอุณหภูมิที่สูงขึ้นในช่วงหน้าร้อน ส่งผลให้มีการใช้เครื่องปรับอากาศมากขึ้น สำหรับมาตรการประหยัดไฟฟ้าซึ่งกระทรวงพลังงานจะนำมาใช้เพื่อลดการใช้ไฟฟ้านั้น กระทรวงฯ เสนอนโยบายทำความสะอาดแผ่นกรองอากาศเครื่องปรับอากาศอย่างสม่ำเสมอ และเปิดเครื่องปรับอากาศที่ 25 องศาเซลเซียส และหากประชาชนประหยัดการใช้ไฟตามนโยบายดังกล่าวจะสามารถลดการใช้ไฟฟ้าได้ถึง 5 % หรือประมาณ 587 ล้านบาท ,ประชาไท -- 3 มีนาคม 2548--ผู้อำนวยการสำนักงานนโยบายและแผนพลังงาน เปิดเผยผลการคาดการณ์ใช้ไฟฟ้าสูงสุดของคนไทยในปีนี้ ระบุเพิ่มสูงกว่าปีที่ผ่านมา 7 % นายเมตตา บันเทิงสุข,สผ. คาดการณ์การใช้ไฟฟ้าสูงสุดของไทยปี 48 พุ่งขึ้น 7% จากปีก่อน โดยเฉพาะเดือนเมษายน คาดแตะ 20700 เมกะวัตต์ เหตุจากเศรษฐกิจขยายตัวและอากาศร้อน กระทรวงพลังงานแนะนำให้ล้างแอร์และตั้งอุณหภูมิ 25 องศา เพื่อประหยัดไฟได้ 5% คิดเป็น 587 ล้านบาท,0.6666666666666666
ศูนย์ทนายความเพื่อสิทธิมนุษยชนและภาคประชาชน เตรียมยืนฟ้องศาลรัฐธรรมนูญ เพื่อทวงคืนสิทธิเสรีภาพ ยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ พรุ่งนี้18 ธ.ค.2560 ผู้สื่อข่าวรายงานว่า วันนี้ เมื่อเวลา 11.23 น. ที่ผ่านมา ศูนย์ทนายความเพื่อสิทธิมนุษยชน แจ้งว่าพรุ่งนี้ (19 ธ.ค.60) ภาคประชาชนยื่นฟ้องศาลรัฐธรรมนูญ เพื่อทวงคืนสิทธิเสรีภาพ ยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ (คสช.) ที่ 3/2558 ที่ลานเอนกประสงค์ ภายในอาคารราชบุรีดิเรกฤทธิสำหรับตัวแทนที่จะยื่นฟ้องนั้น ประกอบด้วย นิมิตร์ เทียนอุดม กลุ่มคนรักหลักประกันสุขภาพ อัครเดช ฉากจินดา เครือข่ายปกป้องอันดามันจากผู้สื่อข่าวรายงานด้วยว่า เมื่อวันที่ 9 ธ.ค.ที่ผ่านมารังสิมันต์ โรม ผู้ประสานงานกลุ่มฟื้นฟูประชาธิปไตย ได้แถลงข่าวการยื่นคำร้องขอยกเลิกคำสั่งหัวหน้า คสช. ที่ 3/2558 โดยในครั้งนั้นมีสมาชิกกลุ่มฟื้นฟูประชาธิปไตย ตัวแทนจากศูนย์ทนายความเพื่อสิทธิมนุษยชน และตัวแทนผู้ได้รับผลกระทบจากคำสั่งหัวหน้า คสช.ที่ 3/2558 แถลงข่าวมีดังนี้,ศูนย์ทนายความเพื่อสิทธิมนุษยชนและภาคประชาชน เตรียมยืนฟ้องศาลรัฐธรรมนูญ เพื่อทวงคืนสิทธิเสรีภาพ ยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ พรุ่งนี้ 18 ธ.ค.2560 ผู้สื่อข่าวรายงานว่า วันนี้ เมื่อเวลา,ศูนย์ทนายความฯ และภาคประชาชน เตรียมยื่นฟ้องศาลรัฐธรรมนูญ 19 ธ.ค. 2560 เพื่อยกเลิกคำสั่ง คสช. ที่ 3/2558 โดยมีตัวแทนจากหลายภาคส่วนร่วมยื่นฟ้อง เพื่อทวงคืนสิทธิเสรีภาพที่ถูกจำกัด,0.4
เงียบเหงาเข้าหาฟ้าค่ำรำเริงจุดใจไฟเพลิงเหลิงวิ่งหลงวุ่นลับหายไปไหนละไมละมุนถ้อยคำคล้ำขุ่นมุ่นหมอกดึกดำเหินห่างทางใดไปไกลลิบลิบเคยยื่นจับหยิบดิบ-สุกดื่มด่ำคงเป็นเพราะเวรเร้นชะตากรรมเบื้องฟ้าอิ่มหนำระกำช้ำตรมฟ้ามืดยืดยาวเท้าแตะผืนดินรับรู้อยู่ยินฝันบินดิ้นหล่มเคียงข้างบางผู้อยู่ทุกข์ระทมแผลผื่นขื่นขมจมฝังถั่งใจด้วยเลือดเชือดเถือเมื่อครั้งยังหนุ่มเคยกอดพรอดกุมรุมรุมฝันใฝ่เพียงชั่วครั้งเดียวเกี่ยวเกาะเปราะไปอยากตั้งต้นใหม่ให้โอกาสทีดึกดื่นยืนยาวพราวแพรวแววไหวภายนอกบอกนัยไหนกันหรือนี่วาวตาประกายหายใจอยู่นี้บ่งทิศบ่งชี้ชีวิตชีวาหมดเปลวสุกปลั่งกำลังครั้งนั้นตะบี้ตะบันฝันสู้ผู้กล้าความเหงาความเงียบเพรียบพร้อมเยียวยาแล้วจะกลับมาอีกคราอีกครั้ง,เงียบเหงาเข้าหาฟ้าค่ำรำเริงจุดใจไฟเพลิงเหลิงวิ่งหลงวุ่นลับหายไปไหนละไมละมุนถ้อยคำคล้ำขุ่นมุ่นหมอกดึกดำเหินห่างทางใดไปไกลลิบลิบเคยยื่นจับหยิบดิบ-สุกดื่มด่ำคงเป็นเพราะเวรเร้นชะตากรรมเบื้องฟ้าอิ่มหนำระกำ,ความเหงาและทุกข์ระทมถาโถม ชีวิตที่เคยสดใสกลับมืดมนเพราะชะตากรรม แม้จะเคยผิดพลาดและสิ้นหวัง แต่ยังคงมีความหวังริบหรี่ที่จะเริ่มต้นใหม่ และความเงียบอาจเป็นยาเยียวยาให้กลับมาแข็งแกร่งได้อีกครั้ง,0.4
